DATA,IATA_CODE,tavg,tmin,tmax,prcp,snow
2015-01-01,ABE,-2.8,-9.9,3.9,0.0,0.0
2015-01-02,ABE,0.5,-4.9,5.6,0.0,0.0
2015-01-03,ABE,-1.2,-6.6,2.8,16.0,0.0
2015-01-04,ABE,4.1,1.7,10.0,4.3,0.0
2015-01-05,ABE,0.0,-7.7,7.2,0.0,0.0
2015-01-06,ABE,-8.2,-13.2,-6.0,2.3,0.0
2015-01-07,ABE,-9.3,-13.2,-5.5,0.3,2.0
2015-01-08,ABE,-11.5,-16.6,-8.2,0.0,3.0
2015-01-09,ABE,-4.9,-9.3,-0.5,0.3,0.0
2015-01-10,ABE,-9.5,-12.1,-6.6,0.0,0.0
2015-01-11,ABE,-4.1,-11.6,3.3,0.3,0.0
2015-01-12,ABE,1.2,0.0,2.8,10.9,0.0
2015-01-13,ABE,-4.2,-10.5,1.7,0.0,0.0
2015-01-14,ABE,-6.6,-11.0,-2.1,0.0,0.0
2015-01-15,ABE,-2.1,-6.6,1.1,0.0,0.0
2015-01-16,ABE,-1.8,-8.2,4.4,0.0,0.0
2015-01-17,ABE,-5.6,-12.7,0.0,0.0,0.0
2015-01-18,ABE,-0.4,-5.5,3.3,10.4,0.0
2015-01-19,ABE,2.6,-2.7,5.6,0.0,0.0
2015-01-20,ABE,1.5,-3.2,5.0,0.0,0.0
2015-01-21,ABE,-3.1,-6.6,-0.5,2.3,0.0
2015-01-22,ABE,-0.4,-3.2,3.9,0.0,3.0
2015-01-23,ABE,-1.0,-7.1,2.8,0.5,0.0
2015-01-24,ABE,1.4,-0.5,3.3,16.8,20.0
2015-01-25,ABE,2.2,-1.6,4.4,0.0,15.0
2015-01-26,ABE,-5.7,-7.1,-1.6,3.3,13.0
2015-01-27,ABE,-4.0,-8.2,-1.0,0.0,15.0
2015-01-28,ABE,-5.3,-8.8,-0.5,0.0,13.0
2015-01-29,ABE,-6.1,-16.6,-0.5,1.3,13.0
2015-01-30,ABE,-1.9,-9.3,2.2,0.3,13.0
2015-01-31,ABE,-8.2,-11.6,-3.2,0.0,13.0
2015-02-01,ABE,-2.3,-12.1,1.7,2.8,13.0
2015-02-02,ABE,-2.5,-9.3,1.1,20.3,15.0
2015-02-03,ABE,-8.0,-12.7,-4.3,0.0,15.0
2015-02-04,ABE,-5.0,-13.2,1.1,0.0,15.0
2015-02-05,ABE,-4.8,-11.6,0.0,0.0,15.0
2015-02-06,ABE,-9.0,-16.0,-2.7,0.0,15.0
2015-02-07,ABE,-2.7,-13.2,4.4,0.0,15.0
2015-02-08,ABE,1.4,-0.5,3.9,0.0,13.0
2015-02-09,ABE,-1.7,-3.8,1.7,3.6,13.0
2015-02-10,ABE,-1.3,-5.5,2.2,0.0,13.0
2015-02-11,ABE,-3.7,-9.9,1.7,0.0,13.0
2015-02-12,ABE,-1.8,-11.6,3.3,0.5,10.0
2015-02-13,ABE,-11.5,-14.9,-7.1,0.0,10.0
2015-02-14,ABE,-9.0,-16.0,-3.2,3.3,10.0
2015-02-15,ABE,-12.4,-16.6,-7.7,0.0,13.0
2015-02-16,ABE,-13.1,-18.2,-8.2,0.0,13.0
2015-02-17,ABE,-9.0,-13.8,-3.8,2.0,15.0
2015-02-18,ABE,-8.7,-18.8,-0.5,0.0,13.0
2015-02-19,ABE,-10.4,-15.5,-6.6,0.0,10.0
2015-02-20,ABE,-14.5,-18.2,-9.3,0.0,10.0
2015-02-21,ABE,-9.8,-19.3,-3.8,10.2,8.0
2015-02-22,ABE,0.1,-3.8,6.1,3.6,20.0
2015-02-23,ABE,-6.6,-16.0,0.6,0.0,13.0
2015-02-24,ABE,-11.9,-22.1,-4.9,0.0,13.0
2015-02-25,ABE,-4.8,-13.2,1.7,0.0,13.0
2015-02-26,ABE,-5.4,-8.8,-2.7,0.3,10.0
2015-02-27,ABE,-7.0,-12.7,-3.2,0.0,10.0
2015-02-28,ABE,-8.8,-14.3,-2.7,0.0,8.0
2015-03-01,ABE,-6.8,-13.8,-3.8,8.4,8.0
2015-03-02,ABE,-0.8,-4.3,2.8,0.0,15.0
2015-03-03,ABE,-4.8,-12.1,0.6,18.5,13.0
2015-03-04,ABE,2.6,0.6,5.0,6.9,15.0
2015-03-05,ABE,-3.8,-9.9,2.2,11.4,13.0
2015-03-06,ABE,-10.1,-16.0,-4.3,0.0,30.0
2015-03-07,ABE,-5.7,-17.7,2.8,0.0,25.0
2015-03-08,ABE,2.6,-2.7,7.8,0.0,23.0
2015-03-09,ABE,3.4,-3.8,10.0,0.0,18.0
2015-03-10,ABE,2.5,-3.2,8.3,9.4,13.0
2015-03-11,ABE,6.6,2.2,11.7,0.0,10.0
2015-03-12,ABE,4.8,-1.0,7.2,0.0,0.0
2015-03-13,ABE,2.1,-3.8,7.2,0.0,0.0
2015-03-14,ABE,4.2,2.2,6.1,22.9,0.0
2015-03-15,ABE,4.6,2.8,6.7,0.0,0.0
2015-03-16,ABE,4.6,-1.6,10.0,0.0,0.0
2015-03-17,ABE,6.6,0.0,15.0,0.0,0.0
2015-03-18,ABE,1.1,-4.3,5.6,0.0,0.0
2015-03-19,ABE,0.2,-7.1,6.7,0.0,0.0
2015-03-20,ABE,-0.4,-1.6,1.1,12.7,0.0
2015-03-21,ABE,2.1,-2.7,7.8,0.0,15.0
2015-03-22,ABE,2.3,-2.7,5.6,0.0,3.0
2015-03-23,ABE,-0.9,-6.0,4.4,0.0,0.0
2015-03-24,ABE,0.5,-5.5,7.8,0.0,0.0
2015-03-25,ABE,0.8,-6.0,7.2,1.3,0.0
2015-03-26,ABE,5.9,0.6,11.7,15.5,0.0
2015-03-27,ABE,5.2,1.7,8.3,2.0,0.0
2015-03-28,ABE,0.1,-3.8,3.3,0.0,0.0
2015-03-29,ABE,0.5,-6.0,7.8,0.0,0.0
2015-03-30,ABE,6.6,0.6,12.8,0.0,0.0
2015-03-31,ABE,4.1,0.0,7.2,4.6,0.0
2015-01-01,ABI,-4.8,-6.0,-1.0,1.0,0.0
2015-01-02,ABI,-1.0,-1.0,0.6,10.7,0.0
2015-01-03,ABI,3.2,0.6,11.7,0.0,0.0
2015-01-04,ABI,1.7,-4.3,2.8,0.0,0.0
2015-01-05,ABI,-0.2,-6.0,11.1,0.0,0.0
2015-01-06,ABI,8.0,1.7,13.9,0.0,0.0
2015-01-07,ABI,0.8,-7.1,2.2,0.0,0.0
2015-01-08,ABI,-4.5,-8.8,3.9,0.0,0.0
2015-01-09,ABI,0.7,-1.0,2.8,0.0,0.0
2015-01-10,ABI,-0.2,-1.0,2.2,0.3,0.0
2015-01-11,ABI,3.7,0.6,12.8,0.0,0.0
2015-01-12,ABI,4.4,-1.0,8.3,0.3,0.0
2015-01-13,ABI,-0.3,-1.6,3.3,0.0,0.0
2015-01-14,ABI,0.1,-1.0,1.7,0.0,0.0
2015-01-15,ABI,4.4,-0.5,13.9,0.0,0.0
2015-01-16,ABI,7.4,-1.0,18.9,0.0,0.0
2015-01-17,ABI,11.1,3.3,20.6,0.0,0.0
2015-01-18,ABI,9.7,-0.5,21.1,0.0,0.0
2015-01-19,ABI,13.3,5.0,21.1,0.0,0.0
2015-01-20,ABI,11.9,3.3,20.6,0.0,0.0
2015-01-21,ABI,7.1,0.6,9.4,15.2,0.0
2015-01-22,ABI,4.0,1.1,6.7,9.9,0.0
2015-01-23,ABI,3.8,1.1,8.9,0.0,0.0
2015-01-24,ABI,4.8,0.0,14.4,0.0,0.0
2015-01-25,ABI,9.5,3.3,17.8,0.0,0.0
2015-01-26,ABI,11.3,0.6,22.8,0.0,0.0
2015-01-27,ABI,14.1,3.9,25.6,0.0,0.0
2015-01-28,ABI,16.4,8.3,27.2,0.0,0.0
2015-01-29,ABI,14.9,8.3,17.2,0.0,0.0
2015-01-30,ABI,8.1,5.6,10.6,0.0,0.0
2015-01-31,ABI,8.5,6.7,12.2,7.6,0.0
2015-02-01,ABI,10.7,1.1,12.8,0.0,0.0
2015-02-02,ABI,1.8,-4.9,10.0,0.0,0.0
2015-02-03,ABI,6.1,2.2,13.9,0.0,0.0
2015-02-04,ABI,9.6,-0.5,18.3,0.0,0.0
2015-02-05,ABI,0.2,-2.7,3.3,0.0,0.0
2015-02-06,ABI,4.6,-1.6,17.8,0.0,0.0
2015-02-07,ABI,12.6,6.1,24.4,0.0,0.0
2015-02-08,ABI,16.6,7.8,25.0,0.0,0.0
2015-02-09,ABI,14.2,3.9,25.6,0.0,0.0
2015-02-10,ABI,17.7,10.0,28.3,0.0,0.0
2015-02-11,ABI,15.1,6.7,18.9,0.0,0.0
2015-02-12,ABI,8.2,3.3,12.8,0.0,0.0
2015-02-13,ABI,9.6,2.8,21.7,0.0,0.0
2015-02-14,ABI,14.3,5.6,25.0,0.0,0.0
2015-02-15,ABI,15.9,0.6,21.7,0.0,0.0
2015-02-16,ABI,2.5,-3.8,6.1,0.0,0.0
2015-02-17,ABI,4.0,-1.0,12.2,0.0,0.0
2015-02-18,ABI,6.4,-1.6,17.2,0.0,0.0
2015-02-19,ABI,10.4,3.3,21.7,0.0,0.0
2015-02-20,ABI,16.8,11.7,26.7,0.0,0.0
2015-02-21,ABI,14.7,7.8,18.3,0.0,0.0
2015-02-22,ABI,6.2,-4.3,8.3,28.7,0.0
2015-02-23,ABI,-5.1,-6.0,-4.3,2.8,0.0
2015-02-24,ABI,-3.4,-5.5,2.8,0.5,0.0
2015-02-25,ABI,5.3,0.6,16.7,5.3,0.0
2015-02-26,ABI,2.9,-3.8,6.7,2.0,0.0
2015-02-27,ABI,-4.5,-7.1,-3.2,4.8,3.0
2015-02-28,ABI,-5.4,-6.6,-1.6,0.0,0.0
2015-03-01,ABI,-1.4,-1.6,0.0,0.0,0.0
2015-03-02,ABI,0.2,-1.0,3.3,0.3,0.0
2015-03-03,ABI,6.8,2.8,14.4,0.0,0.0
2015-03-04,ABI,7.8,-4.9,11.1,10.9,0.0
2015-03-05,ABI,-2.6,-6.6,5.6,0.0,3.0
2015-03-06,ABI,2.4,-3.2,12.8,0.0,0.0
2015-03-07,ABI,7.0,1.1,15.0,0.0,0.0
2015-03-08,ABI,10.1,7.2,16.1,0.8,0.0
2015-03-09,ABI,10.1,8.3,11.1,13.7,0.0
2015-03-10,ABI,10.4,7.2,17.2,0.0,0.0
2015-03-11,ABI,10.7,2.2,21.1,0.0,0.0
2015-03-12,ABI,13.1,3.3,21.1,0.0,0.0
2015-03-13,ABI,13.7,3.9,21.7,0.0,0.0
2015-03-14,ABI,15.6,7.2,21.1,0.0,0.0
2015-03-15,ABI,12.6,3.9,21.1,0.0,0.0
2015-03-16,ABI,15.2,7.8,25.6,0.0,0.0
2015-03-17,ABI,17.9,11.7,23.3,0.3,0.0
2015-03-18,ABI,13.2,9.4,20.0,1.8,0.0
2015-03-19,ABI,18.4,13.3,26.7,0.0,0.0
2015-03-20,ABI,13.2,8.9,13.3,5.6,0.0
2015-03-21,ABI,11.1,10.0,12.8,7.1,0.0
2015-03-22,ABI,14.2,11.1,22.8,0.3,0.0
2015-03-23,ABI,18.8,11.1,28.3,0.0,0.0
2015-03-24,ABI,22.3,16.7,31.1,0.0,0.0
2015-03-25,ABI,22.2,11.7,30.0,0.0,0.0
2015-03-26,ABI,13.9,6.1,17.8,0.0,0.0
2015-03-27,ABI,13.9,5.6,25.0,0.0,0.0
2015-03-28,ABI,19.2,9.4,30.6,0.0,0.0
2015-03-29,ABI,23.5,15.6,32.8,0.0,0.0
2015-03-30,ABI,18.8,10.6,28.3,0.0,0.0
2015-03-31,ABI,22.9,17.8,30.0,0.0,0.0
2015-01-01,ABQ,-4.9,-9.3,0.6,0.5,0.0
2015-01-02,ABQ,-3.1,-7.1,6.1,0.5,0.0
2015-01-03,ABQ,-0.9,-6.0,2.2,0.0,0.0
2015-01-04,ABQ,-1.6,-8.2,5.6,0.0,0.0
2015-01-05,ABQ,-0.6,-5.5,7.8,0.0,0.0
2015-01-06,ABQ,3.4,-1.6,13.3,0.0,0.0
2015-01-07,ABQ,4.6,-3.8,11.7,0.0,0.0
2015-01-08,ABQ,-2.3,-6.0,5.0,0.0,0.0
2015-01-09,ABQ,1.8,-2.1,5.6,0.0,0.0
2015-01-10,ABQ,2.1,0.0,6.7,0.0,0.0
2015-01-11,ABQ,3.4,0.0,11.7,0.0,0.0
2015-01-12,ABQ,3.8,-0.5,7.2,0.0,0.0
2015-01-13,ABQ,1.4,-0.5,2.8,1.0,0.0
2015-01-14,ABQ,1.9,-2.7,3.9,3.3,0.0
2015-01-15,ABQ,1.1,-3.2,9.4,0.0,0.0
2015-01-16,ABQ,2.3,-4.9,10.0,0.0,0.0
2015-01-17,ABQ,4.3,-1.6,13.3,0.0,0.0
2015-01-18,ABQ,3.5,-4.9,12.8,0.0,0.0
2015-01-19,ABQ,6.2,-1.0,14.4,0.0,0.0
2015-01-20,ABQ,8.4,1.1,13.9,0.0,0.0
2015-01-21,ABQ,6.1,-1.0,8.3,5.3,0.0
2015-01-22,ABQ,-0.4,-4.3,2.2,0.0,3.0
2015-01-23,ABQ,-2.5,-7.7,5.0,0.0,0.0
2015-01-24,ABQ,1.2,-4.9,10.6,0.0,0.0
2015-01-25,ABQ,4.0,-3.8,13.3,0.0,0.0
2015-01-26,ABQ,5.3,-1.0,14.4,0.0,0.0
2015-01-27,ABQ,6.8,-2.7,16.1,0.0,0.0
2015-01-28,ABQ,8.5,0.6,17.2,0.0,0.0
2015-01-29,ABQ,9.5,5.6,11.7,0.0,0.0
2015-01-30,ABQ,3.3,0.6,5.0,3.6,0.0
2015-01-31,ABQ,2.0,0.0,5.6,3.6,0.0
2015-02-01,ABQ,4.3,0.0,10.6,0.0,0.0
2015-02-02,ABQ,4.3,-3.2,13.9,0.0,0.0
2015-02-03,ABQ,6.2,-1.0,15.0,0.0,0.0
2015-02-04,ABQ,8.9,0.6,17.8,0.0,0.0
2015-02-05,ABQ,8.2,0.0,17.8,0.0,0.0
2015-02-06,ABQ,8.2,-0.5,19.4,0.0,0.0
2015-02-07,ABQ,9.8,1.7,21.1,0.0,0.0
2015-02-08,ABQ,11.8,2.8,21.1,0.0,0.0
2015-02-09,ABQ,11.5,2.8,20.6,0.0,0.0
2015-02-10,ABQ,11.3,3.3,20.0,0.0,0.0
2015-02-11,ABQ,9.4,3.9,10.6,0.0,0.0
2015-02-12,ABQ,5.6,-0.5,12.2,0.0,0.0
2015-02-13,ABQ,6.7,-1.0,17.8,0.0,0.0
2015-02-14,ABQ,9.1,-1.0,18.9,0.0,0.0
2015-02-15,ABQ,10.3,2.8,20.6,0.0,0.0
2015-02-16,ABQ,8.7,-0.5,11.7,0.0,0.0
2015-02-17,ABQ,4.1,-4.3,11.1,0.0,0.0
2015-02-18,ABQ,6.0,-3.2,17.2,0.0,0.0
2015-02-19,ABQ,9.4,-1.0,20.0,0.0,0.0
2015-02-20,ABQ,10.7,-0.5,20.0,0.0,0.0
2015-02-21,ABQ,11.2,1.1,19.4,0.0,0.0
2015-02-22,ABQ,6.2,-6.6,7.8,0.0,0.0
2015-02-23,ABQ,-4.8,-8.8,1.1,0.0,0.0
2015-02-24,ABQ,-0.1,-4.9,7.8,0.0,0.0
2015-02-25,ABQ,2.9,-3.8,13.9,0.0,0.0
2015-02-26,ABQ,4.2,-4.9,5.6,1.5,0.0
2015-02-27,ABQ,-3.1,-6.0,-2.1,6.6,5.0
2015-02-28,ABQ,-4.1,-7.1,3.3,7.4,20.0
2015-03-01,ABQ,4.0,0.6,17.2,0.0,0.0
2015-03-02,ABQ,8.6,1.7,15.0,0.0,0.0
2015-03-03,ABQ,8.1,4.4,13.3,0.0,0.0
2015-03-04,ABQ,6.1,-1.0,10.0,0.0,0.0
2015-03-05,ABQ,2.0,-4.9,12.2,0.0,0.0
2015-03-06,ABQ,5.9,-2.1,15.6,0.0,0.0
2015-03-07,ABQ,7.4,0.0,16.7,0.0,0.0
2015-03-08,ABQ,9.9,2.8,18.3,0.0,0.0
2015-03-09,ABQ,11.3,5.0,17.8,0.0,0.0
2015-03-10,ABQ,9.7,2.2,18.3,0.0,0.0
2015-03-11,ABQ,11.6,4.4,20.0,0.0,0.0
2015-03-12,ABQ,12.1,5.0,19.4,0.0,0.0
2015-03-13,ABQ,12.9,7.2,18.9,0.0,0.0
2015-03-14,ABQ,12.5,6.7,17.8,0.0,0.0
2015-03-15,ABQ,11.2,3.9,20.0,0.0,0.0
2015-03-16,ABQ,12.5,4.4,21.7,0.0,0.0
2015-03-17,ABQ,14.0,7.8,16.7,0.0,0.0
2015-03-18,ABQ,12.1,6.7,19.4,2.8,0.0
2015-03-19,ABQ,9.6,5.0,13.3,0.0,0.0
2015-03-20,ABQ,8.9,6.1,14.4,0.0,0.0
2015-03-21,ABQ,10.0,2.8,18.9,0.0,0.0
2015-03-22,ABQ,12.7,3.9,22.8,0.0,0.0
2015-03-23,ABQ,14.3,7.2,22.8,0.0,0.0
2015-03-24,ABQ,14.7,5.0,22.2,0.0,0.0
2015-03-25,ABQ,14.8,5.6,20.6,0.0,0.0
2015-03-26,ABQ,9.8,2.8,17.2,0.0,0.0
2015-03-27,ABQ,13.5,5.6,25.0,0.0,0.0
2015-03-28,ABQ,17.1,6.7,27.2,0.0,0.0
2015-03-29,ABQ,17.7,7.8,26.7,0.0,0.0
2015-03-30,ABQ,17.9,10.0,26.1,0.0,0.0
2015-03-31,ABQ,17.8,9.4,25.6,0.0,0.0
2015-01-01,ABR,-5.2,-11.0,1.1,0.0,0.0
2015-01-02,ABR,-3.6,-6.6,2.2,0.0,0.0
2015-01-03,ABR,-9.1,-20.5,-3.8,0.0,0.0
2015-01-04,ABR,-19.1,-22.7,-15.5,0.0,0.0
2015-01-05,ABR,-21.1,-27.7,-15.5,5.3,0.0
2015-01-06,ABR,-20.1,-27.7,-13.2,0.0,8.0
2015-01-07,ABR,-20.0,-27.1,-16.6,0.0,8.0
2015-01-08,ABR,-13.3,-17.1,-6.6,0.5,8.0
2015-01-09,ABR,-16.2,-24.9,-13.2,0.0,8.0
2015-01-10,ABR,-18.3,-23.2,-9.3,0.0,8.0
2015-01-11,ABR,-12.9,-18.8,-9.3,0.0,3.0
2015-01-12,ABR,-18.8,-28.2,-15.5,0.0,3.0
2015-01-13,ABR,-19.4,-26.6,-7.1,0.0,3.0
2015-01-14,ABR,-10.2,-16.6,-1.0,0.0,3.0
2015-01-15,ABR,-3.3,-9.9,3.9,0.0,3.0
2015-01-16,ABR,-4.7,-9.9,1.1,0.8,3.0
2015-01-17,ABR,0.6,-2.7,6.1,0.0,0.0
2015-01-18,ABR,1.0,-7.7,8.9,0.0,0.0
2015-01-19,ABR,1.8,-2.7,8.3,3.3,0.0
2015-01-20,ABR,1.4,-2.1,3.3,2.8,0.0
2015-01-21,ABR,-2.4,-11.6,-2.1,0.3,3.0
2015-01-22,ABR,-6.4,-10.5,0.6,0.0,3.0
2015-01-23,ABR,-1.6,-8.8,6.1,0.0,3.0
2015-01-24,ABR,0.4,-3.8,4.4,4.1,0.0
2015-01-25,ABR,-0.8,-2.7,0.0,0.3,0.0
2015-01-26,ABR,2.7,-2.1,8.9,0.0,0.0
2015-01-27,ABR,0.8,-3.8,6.7,0.0,0.0
2015-01-28,ABR,1.7,-2.1,6.1,0.0,0.0
2015-01-29,ABR,-0.8,-8.2,0.0,0.0,0.0
2015-01-30,ABR,-4.4,-9.9,5.6,0.0,0.0
2015-01-31,ABR,-4.8,-16.0,-1.0,0.0,0.0
2015-02-01,ABR,-15.8,-22.7,-13.2,0.3,0.0
2015-02-02,ABR,-17.0,-22.7,-7.1,0.0,0.0
2015-02-03,ABR,-11.7,-15.5,-9.3,1.5,0.0
2015-02-04,ABR,-14.4,-24.3,-12.1,0.0,2.0
2015-02-05,ABR,-13.6,-18.2,-0.5,0.0,3.0
2015-02-06,ABR,-3.8,-11.0,2.2,0.0,3.0
2015-02-07,ABR,-1.8,-7.1,8.3,0.0,0.0
2015-02-08,ABR,-1.7,-6.0,2.2,1.5,0.0
2015-02-09,ABR,-5.7,-7.1,-0.5,0.0,0.0
2015-02-10,ABR,0.2,-8.2,2.8,1.8,0.0
2015-02-11,ABR,-8.6,-17.7,-6.6,0.0,0.0
2015-02-12,ABR,-16.3,-19.3,-8.2,1.8,0.0
2015-02-13,ABR,-7.7,-14.3,0.0,0.0,3.0
2015-02-14,ABR,-12.8,-19.9,-6.6,0.0,0.0
2015-02-15,ABR,-12.3,-14.9,-4.9,0.5,0.0
2015-02-16,ABR,-6.6,-12.1,-4.9,0.3,0.0
2015-02-17,ABR,-13.4,-19.9,-9.9,0.0,3.0
2015-02-18,ABR,-17.3,-22.7,-13.2,0.0,0.0
2015-02-19,ABR,-16.5,-23.8,-4.9,0.0,0.0
2015-02-20,ABR,-3.6,-7.7,3.9,0.0,0.0
2015-02-21,ABR,-8.8,-17.1,-6.0,0.0,0.0
2015-02-22,ABR,-18.5,-24.3,-14.9,0.0,0.0
2015-02-23,ABR,-14.9,-22.7,2.2,0.0,0.0
2015-02-24,ABR,0.2,-6.0,1.7,0.0,0.0
2015-02-25,ABR,-9.6,-21.6,-6.0,1.8,3.0
2015-02-26,ABR,-19.1,-23.2,-13.8,0.0,5.0
2015-02-27,ABR,-19.7,-28.8,-8.8,0.0,5.0
2015-02-28,ABR,-10.7,-16.6,-1.6,0.0,3.0
2015-03-01,ABR,-9.8,-18.2,-1.6,0.0,0.0
2015-03-02,ABR,-9.8,-19.3,1.7,0.0,3.0
2015-03-03,ABR,-5.8,-18.2,-0.5,1.8,3.0
2015-03-04,ABR,-16.7,-24.9,-15.5,0.3,3.0
2015-03-05,ABR,-18.6,-28.2,-2.1,0.0,3.0
2015-03-06,ABR,-5.9,-14.3,6.1,0.0,3.0
2015-03-07,ABR,2.2,-4.3,8.9,0.0,0.0
2015-03-08,ABR,3.6,-2.7,11.1,0.0,0.0
2015-03-09,ABR,4.7,-2.1,14.4,0.0,0.0
2015-03-10,ABR,4.9,-2.7,14.4,0.0,0.0
2015-03-11,ABR,4.7,-3.8,15.6,0.0,0.0
2015-03-12,ABR,11.0,2.8,19.4,0.0,0.0
2015-03-13,ABR,8.2,-2.7,16.1,0.0,0.0
2015-03-14,ABR,6.1,-4.3,21.1,0.0,0.0
2015-03-15,ABR,15.3,6.1,26.1,0.0,0.0
2015-03-16,ABR,10.3,-3.2,11.7,0.0,0.0
2015-03-17,ABR,-0.2,-8.2,7.8,0.0,0.0
2015-03-18,ABR,3.1,0.6,6.1,0.0,0.0
2015-03-19,ABR,3.3,-5.5,9.4,0.0,0.0
2015-03-20,ABR,2.4,-5.5,20.6,0.0,0.0
2015-03-21,ABR,-0.8,-6.6,7.2,0.0,0.0
2015-03-22,ABR,0.1,-7.1,3.9,2.5,0.0
2015-03-23,ABR,-0.8,-8.8,11.1,0.0,0.0
2015-03-24,ABR,4.1,0.6,8.3,0.0,0.0
2015-03-25,ABR,2.7,0.6,7.2,0.0,0.0
2015-03-26,ABR,0.8,-7.1,4.4,0.0,0.0
2015-03-27,ABR,-4.3,-11.6,0.0,0.8,0.0
2015-03-28,ABR,3.6,-0.5,14.4,0.0,0.0
2015-03-29,ABR,10.0,-1.0,15.6,0.5,0.0
2015-03-30,ABR,8.6,-2.1,22.8,0.0,0.0
2015-03-31,ABR,8.9,-4.9,25.0,0.0,0.0
2015-01-01,ABY,8.2,1.1,16.7,0.0,0.0
2015-01-02,ABY,12.6,8.3,16.7,0.0,0.0
2015-01-03,ABY,18.2,14.4,24.4,0.3,0.0
2015-01-04,ABY,18.6,11.1,22.2,18.8,0.0
2015-01-05,ABY,8.3,2.8,15.0,0.0,0.0
2015-01-06,ABY,7.1,-0.5,16.7,0.0,0.0
2015-01-07,ABY,6.6,-1.6,15.0,0.0,0.0
2015-01-08,ABY,-2.7,-7.7,3.3,0.0,0.0
2015-01-09,ABY,2.8,-3.8,7.8,0.0,0.0
2015-01-10,ABY,4.9,-1.0,11.7,0.0,0.0
2015-01-11,ABY,10.3,5.6,15.6,1.5,0.0
2015-01-12,ABY,9.5,7.8,11.1,0.0,0.0
2015-01-13,ABY,11.7,10.0,14.4,0.0,0.0
2015-01-14,ABY,9.4,7.2,11.1,0.0,0.0
2015-01-15,ABY,6.7,5.6,7.2,4.6,0.0
2015-01-16,ABY,7.3,2.2,15.0,0.0,0.0
2015-01-17,ABY,7.3,-0.5,17.2,0.0,0.0
2015-01-18,ABY,9.6,1.7,18.9,0.0,0.0
2015-01-19,ABY,8.0,-1.0,20.0,0.0,0.0
2015-01-20,ABY,9.9,0.0,20.0,0.0,0.0
2015-01-21,ABY,12.5,5.0,22.8,0.0,0.0
2015-01-22,ABY,12.3,5.6,18.9,0.0,0.0
2015-01-23,ABY,14.3,11.1,17.8,58.2,0.0
2015-01-24,ABY,9.9,1.7,16.1,0.5,0.0
2015-01-25,ABY,8.4,-1.0,17.2,0.0,0.0
2015-01-26,ABY,8.4,0.6,11.1,0.0,0.0
2015-01-27,ABY,7.3,-0.5,16.1,0.0,0.0
2015-01-28,ABY,5.3,-1.0,13.9,0.0,0.0
2015-01-29,ABY,8.1,-0.5,17.2,0.0,0.0
2015-01-30,ABY,11.0,6.1,16.1,0.0,0.0
2015-01-31,ABY,7.8,-1.6,16.7,0.0,0.0
2015-02-01,ABY,12.3,2.8,21.7,4.1,0.0
2015-02-02,ABY,11.7,2.2,18.3,1.0,0.0
2015-02-03,ABY,4.7,-1.6,11.7,0.0,0.0
2015-02-04,ABY,7.3,3.9,11.1,17.0,0.0
2015-02-05,ABY,10.5,5.6,17.2,6.4,0.0
2015-02-06,ABY,5.9,-1.6,14.4,0.0,0.0
2015-02-07,ABY,7.4,-1.6,18.3,0.0,0.0
2015-02-08,ABY,10.6,0.6,21.1,0.0,0.0
2015-02-09,ABY,13.9,7.8,20.6,4.3,0.0
2015-02-10,ABY,9.1,4.4,14.4,0.0,0.0
2015-02-11,ABY,9.0,0.6,18.9,0.0,0.0
2015-02-12,ABY,9.6,2.2,18.3,0.0,0.0
2015-02-13,ABY,2.9,-3.2,10.0,0.0,0.0
2015-02-14,ABY,7.6,-3.2,17.8,0.0,0.0
2015-02-15,ABY,9.2,4.4,12.8,0.0,0.0
2015-02-16,ABY,12.0,5.0,18.3,0.0,0.0
2015-02-17,ABY,8.4,1.7,18.9,14.2,0.0
2015-02-18,ABY,4.2,-3.2,11.7,0.0,0.0
2015-02-19,ABY,0.1,-4.3,4.4,0.0,0.0
2015-02-20,ABY,0.5,-5.5,6.1,0.0,0.0
2015-02-21,ABY,10.2,-0.5,21.1,0.0,0.0
2015-02-22,ABY,17.8,10.6,25.6,2.5,0.0
2015-02-23,ABY,15.7,11.1,19.4,1.3,0.0
2015-02-24,ABY,8.1,6.1,11.7,11.9,0.0
2015-02-25,ABY,7.4,6.1,9.4,38.1,0.0
2015-02-26,ABY,6.7,4.4,8.9,0.0,0.0
2015-02-27,ABY,7.7,1.7,14.4,0.0,0.0
2015-02-28,ABY,7.3,4.4,10.6,1.5,0.0
2015-03-01,ABY,8.5,6.7,11.1,0.3,0.0
2015-03-02,ABY,13.5,9.4,19.4,0.0,0.0
2015-03-03,ABY,19.7,11.7,28.3,0.0,0.0
2015-03-04,ABY,20.1,13.9,26.7,0.0,0.0
2015-03-05,ABY,17.8,6.1,27.2,10.2,0.0
2015-03-06,ABY,5.6,3.3,8.9,0.0,0.0
2015-03-07,ABY,8.8,0.6,18.9,0.0,0.0
2015-03-08,ABY,11.9,1.7,23.3,0.0,0.0
2015-03-09,ABY,16.8,7.2,26.7,0.0,0.0
2015-03-10,ABY,21.2,14.4,28.9,0.0,0.0
2015-03-11,ABY,20.7,16.7,29.4,13.0,0.0
2015-03-12,ABY,21.4,16.1,28.3,8.1,0.0
2015-03-13,ABY,15.9,13.3,18.3,1.0,0.0
